Compound,Space_Group,Crystal_System,cluster_id,Representative_Compound
Sr2HfCrO6_12,12,monoclinic,159,Sr2HfCrO6_12
Sr2HfSnO6_225,225,cubic,166,SrPrZnBiO6_216
Sr2HfTiO6_12,12,monoclinic,89,KLaHfFeO6_216
Sr2HfTiO6_225,225,cubic,89,KLaHfFeO6_216
Sr2HfWO6_225,225,cubic,166,SrPrZnBiO6_216
Sr2HoBiO6_14,14,monoclinic,11,BaCaDyNbO6_216
Sr2HoMoO6_14,14,monoclinic,166,SrPrZnBiO6_216
Sr2HoRuO6_14,14,monoclinic,166,SrPrZnBiO6_216
Sr2HoTaO6_14,14,monoclinic,166,SrPrZnBiO6_216
Sr2HoUO6_225,225,cubic,12,BaCaLaSbO6_216
Sr2InBiO6_225,225,cubic,11,BaCaDyNbO6_216
Sr2InOsO6_14,14,monoclinic,166,SrPrZnBiO6_216
Sr2InOsO6_225,225,cubic,166,SrPrZnBiO6_216
Sr2InReO6_225,225,cubic,166,SrPrZnBiO6_216
Sr2InSbO6_225,225,cubic,53,EuMoO3_221
Sr2InWO6_225,225,cubic,166,SrPrZnBiO6_216
Sr2La(FeO3)3_164,164,trigonal,161,Sr3La7Mn7(FeO10)3_1
Sr2La14Mg2Ga14O45_1,1,triclinic,158,Sr2CrSbO6_12
Sr2La14Mg4(Ga4O15)3_1,1,triclinic,161,Sr3La7Mn7(FeO10)3_1
Sr2La14Mg4Ga12O43_1,1,triclinic,161,Sr3La7Mn7(FeO10)3_1
Sr2La2Mg(RuO4)3_1,1,triclinic,158,Sr2CrSbO6_12
Sr2La2MgTi3O12_14,14,monoclinic,161,Sr3La7Mn7(FeO10)3_1
Sr2La3FeCo4O15_160,160,trigonal,99,LaFeO3_2
Sr2LaNbO6_225,225,cubic,14,BaSrNdSbO6_216
Sr2LaSbO6_225,225,cubic,14,BaSrNdSbO6_216
Sr2LaTaO6_225,225,cubic,12,BaCaLaSbO6_216
Sr2LiLaTi4O12_139,139,tetragonal,97,La3Mn3O10_1
Sr2LiOsO6_225,225,cubic,89,KLaHfFeO6_216
Sr2LiPr2Fe2(RuO6)2_1,1,triclinic,158,Sr2CrSbO6_12
Sr2LiReO6_225,225,cubic,89,KLaHfFeO6_216
Sr2LiTeO6_14,14,monoclinic,89,KLaHfFeO6_216
Sr2LiZrCrO6_71,71,orthorhombic,9,Ba3FeRu2O9_194
Sr2LuBiO6_14,14,monoclinic,11,BaCaDyNbO6_216
Sr2LuIrO6_14,14,monoclinic,166,SrPrZnBiO6_216
Sr2LuNbO6_14,14,monoclinic,166,SrPrZnBiO6_216
Sr2LuNbO6_225,225,cubic,160,Sr2NdMnO6_225
Sr2LuRuO6_14,14,monoclinic,166,SrPrZnBiO6_216
Sr2LuTaO6_225,225,cubic,166,SrPrZnBiO6_216
Sr2LuTaO6_44,44,orthorhombic,166,SrPrZnBiO6_216
Sr2LuUO6_225,225,cubic,11,BaCaDyNbO6_216
Sr2MgMoO6_225,225,cubic,159,Sr2HfCrO6_12
Sr2MgMoO6_87,87,tetragonal,159,Sr2HfCrO6_12
Sr2MgOsO6_87,87,tetragonal,89,KLaHfFeO6_216
Sr2MgReO6_225,225,cubic,89,KLaHfFeO6_216
Sr2MgTeO6_12,12,monoclinic,159,Sr2HfCrO6_12
Sr2MgUO6_14,14,monoclinic,132,NaSr2OsO6_225
Sr2MgWO6_225,225,cubic,89,KLaHfFeO6_216
Sr2MnCrO6_25,25,orthorhombic,163,Sr6Ca2Fe5(CoO8)3_3
Sr2MnMoO6_14,14,monoclinic,53,EuMoO3_221
Sr2MnNbO6_139,139,tetragonal,96,La2NiMoO6_225
Sr2MnReO6_225,225,cubic,89,KLaHfFeO6_216
Sr2MnTeO6_14,14,monoclinic,166,SrPrZnBiO6_216
Sr2MnWO6_14,14,monoclinic,133,NaSrEuSeO6_216
Sr2MnWO6_225,225,cubic,133,NaSrEuSeO6_216
Sr2NbAlO6_225,225,cubic,161,Sr3La7Mn7(FeO10)3_1
Sr2NbBiO6_225,225,cubic,12,BaCaLaSbO6_216
Sr2NbCoO6_1,1,triclinic,96,La2NiMoO6_225
Sr2NbCoO6_139,139,tetragonal,96,La2NiMoO6_225
Sr2NbCoO6_5,5,monoclinic,96,La2NiMoO6_225
Sr2NbCrO6_225,225,cubic,96,La2NiMoO6_225
Sr2NbGaO6_87,87,tetragonal,96,La2NiMoO6_225
Sr2NbInO6_14,14,monoclinic,53,EuMoO3_221
Sr2NbInO6_225,225,cubic,53,EuMoO3_221
Sr2NbWO6_225,225,cubic,166,SrPrZnBiO6_216
Sr2NdCu2RuO9_164,164,trigonal,161,Sr3La7Mn7(FeO10)3_1
Sr2NdMnO6_225,225,cubic,160,Sr2NdMnO6_225
Sr2NdNbO6_225,225,cubic,14,BaSrNdSbO6_216
Sr2NdSbO6_225,225,cubic,14,BaSrNdSbO6_216
Sr2NdTaO6_14,14,monoclinic,11,BaCaDyNbO6_216
Sr2NdUO6_225,225,cubic,12,BaCaLaSbO6_216
Sr2NiTeO6_12,12,monoclinic,158,Sr2CrSbO6_12
Sr2PrCoO6_225,225,cubic,166,SrPrZnBiO6_216
Sr2PrGeO6_201,201,cubic,160,Sr2NdMnO6_225
Sr2PrGeO6_225,225,cubic,8,Ba2TmMoO6_225
Sr2PrNbO6_225,225,cubic,14,BaSrNdSbO6_216
Sr2PrSbO6_201,201,cubic,14,BaSrNdSbO6_216
Sr2PrSnO6_225,225,cubic,14,BaSrNdSbO6_216
Sr2PrTaO6_225,225,cubic,12,BaCaLaSbO6_216
Sr2PrVO6_225,225,cubic,160,Sr2NdMnO6_225
Sr2ReNiO6_87,87,tetragonal,159,Sr2HfCrO6_12
Sr2RhO4_15,15,monoclinic,9,Ba3FeRu2O9_194
Sr2ScBiO6_225,225,cubic,130,NaPrYSbO6_216
Sr2ScNbO6_14,14,monoclinic,53,EuMoO3_221
Sr2ScOsO6_225,225,cubic,89,KLaHfFeO6_216
Sr2ScReO6_225,225,cubic,89,KLaHfFeO6_216
Sr2ScSbO6_14,14,monoclinic,166,SrPrZnBiO6_216
Sr2ScTaO6_14,14,monoclinic,133,NaSrEuSeO6_216
Sr2SmBiO6_14,14,monoclinic,11,BaCaDyNbO6_216
Sr2SmBiO6_225,225,cubic,12,BaCaLaSbO6_216
Sr2SmNbO6_14,14,monoclinic,160,Sr2NdMnO6_225
Sr2SmSbO6_201,201,cubic,8,Ba2TmMoO6_225
Sr2SmSbO6_225,225,cubic,14,BaSrNdSbO6_216
Sr2SmTaO6_14,14,monoclinic,11,BaCaDyNbO6_216
Sr2SmUO6_225,225,cubic,12,BaCaLaSbO6_216
Sr2SnO4_56,56,orthorhombic,9,Ba3FeRu2O9_194
Sr2SnO4_64,64,orthorhombic,9,Ba3FeRu2O9_194
Sr2TaAlO6_123,123,tetragonal,126,Na9Sr2Nd9Ti20O60_6
Sr2TaAlO6_225,225,cubic,97,La3Mn3O10_1
Sr2TaCoO6_139,139,tetragonal,159,Sr2HfCrO6_12
Sr2TaCrO6_225,225,cubic,159,Sr2HfCrO6_12
Sr2TaFeO6_225,225,cubic,159,Sr2HfCrO6_12
Sr2TaInO6_225,225,cubic,166,SrPrZnBiO6_216
Sr2TaMnO6_139,139,tetragonal,159,Sr2HfCrO6_12
Sr2TaVO6_87,87,tetragonal,159,Sr2HfCrO6_12
Sr2TbCoO6_225,225,cubic,166,SrPrZnBiO6_216
Sr2TbFeO6_225,225,cubic,166,SrPrZnBiO6_216
Sr2TbGeO6_225,225,cubic,166,SrPrZnBiO6_216
Sr2TbIrO6_14,14,monoclinic,166,SrPrZnBiO6_216
Sr2TbNbO6_225,225,cubic,8,Ba2TmMoO6_225
Sr2TbNiO6_225,225,cubic,158,Sr2CrSbO6_12
Sr2TbReO6_225,225,cubic,160,Sr2NdMnO6_225
Sr2TbSbO6_201,201,cubic,160,Sr2NdMnO6_225
Sr2TbSbO6_225,225,cubic,160,Sr2NdMnO6_225
Sr2TbSnO6_225,225,cubic,14,BaSrNdSbO6_216
Sr2TbTaO6_14,14,monoclinic,166,SrPrZnBiO6_216
Sr2TbTiO6_225,225,cubic,166,SrPrZnBiO6_216
Sr2TbZrO6_225,225,cubic,14,BaSrNdSbO6_216
Sr2TiBiO6_225,225,cubic,130,NaPrYSbO6_216
Sr2TiFeO6_225,225,cubic,161,Sr3La7Mn7(FeO10)3_1
Sr2TiMnO6_225,225,cubic,163,Sr6Ca2Fe5(CoO8)3_3
Sr2TiMnO6_87,87,tetragonal,163,Sr6Ca2Fe5(CoO8)3_3
Sr2TiMoO6_225,225,cubic,96,La2NiMoO6_225
Sr2TiSnO6_225,225,cubic,158,Sr2CrSbO6_12
Sr2TmBiO6_14,14,monoclinic,11,BaCaDyNbO6_216
Sr2TmRuO6_14,14,monoclinic,166,SrPrZnBiO6_216
Sr2TmTaO6_14,14,monoclinic,166,SrPrZnBiO6_216
Sr2UCrO6_225,225,cubic,130,NaPrYSbO6_216
Sr2UInO6_225,225,cubic,11,BaCaDyNbO6_216
Sr2UNiO6_14,14,monoclinic,130,NaPrYSbO6_216
Sr2UZnO6_14,14,monoclinic,130,NaPrYSbO6_216
Sr2VInO6_225,225,cubic,96,La2NiMoO6_225
Sr2VMoO6_123,123,tetragonal,96,La2NiMoO6_225
Sr2VMoO6_65,65,orthorhombic,96,La2NiMoO6_225
Sr2VSnO6_225,225,cubic,158,Sr2CrSbO6_12
Sr2YBiO6_225,225,cubic,12,BaCaLaSbO6_216
Sr2YbUO6_225,225,cubic,11,BaCaDyNbO6_216
Sr2YMn2O7_11,11,monoclinic,161,Sr3La7Mn7(FeO10)3_1
Sr2YNbO6_201,201,cubic,8,Ba2TmMoO6_225
Sr2YNbO6_225,225,cubic,8,Ba2TmMoO6_225
Sr2YReO6_225,225,cubic,166,SrPrZnBiO6_216
Sr2YRuO6_14,14,monoclinic,53,EuMoO3_221
Sr2YSbO6_14,14,monoclinic,8,Ba2TmMoO6_225
Sr2YVO6_225,225,cubic,53,EuMoO3_221
Sr2YWO6_225,225,cubic,11,BaCaDyNbO6_216
Sr2ZnMoO6_225,225,cubic,96,La2NiMoO6_225
Sr2ZnReO6_14,14,monoclinic,159,Sr2HfCrO6_12
Sr2ZnReO6_87,87,tetragonal,159,Sr2HfCrO6_12
Sr2ZnWO6_2,2,triclinic,159,Sr2HfCrO6_12
Sr2ZnWO6_225,225,cubic,159,Sr2HfCrO6_12
Sr2ZrMnO6_225,225,cubic,96,La2NiMoO6_225
Sr2ZrNbO6_225,225,cubic,53,EuMoO3_221
Sr2ZrTiO6_99,99,tetragonal,53,EuMoO3_221
Sr2ZrVO6_1,1,triclinic,96,La2NiMoO6_225
Sr3AsP_221,221,cubic,64,K2AgMoI6_225
Sr3BiAs_221,221,cubic,152,RbTlI3_225
Sr3BiP_221,221,cubic,142,PbCI3N_99
Sr3Ca(FeO3)4_1,1,triclinic,161,Sr3La7Mn7(FeO10)3_1
Sr3Ca(FeO3)4_123,123,tetragonal,163,Sr6Ca2Fe5(CoO8)3_3
Sr3Ca(SnO3)4_6,6,monoclinic,53,EuMoO3_221
Sr3Ca5Fe4(CoO6)4_8,8,monoclinic,163,Sr6Ca2Fe5(CoO8)3_3
Sr3Ca5Fe5(CoO8)3_1,1,triclinic,163,Sr6Ca2Fe5(CoO8)3_3
Sr3Ca5Mn7FeO24_8,8,monoclinic,163,Sr6Ca2Fe5(CoO8)3_3
Sr3Ca5Mn8O23_1,1,triclinic,163,Sr6Ca2Fe5(CoO8)3_3
Sr3Ca5Mn8O23_6,6,monoclinic,163,Sr6Ca2Fe5(CoO8)3_3
Sr3Ca5Mn8O24_123,123,tetragonal,163,Sr6Ca2Fe5(CoO8)3_3
Sr3Ca5TiMn7O24_8,8,monoclinic,163,Sr6Ca2Fe5(CoO8)3_3
Sr3CaIr2O9_14,14,monoclinic,133,NaSrEuSeO6_216
Sr3CaRu2O9_14,14,monoclinic,158,Sr2CrSbO6_12
Sr3CaV4O12_1,1,triclinic,163,Sr6Ca2Fe5(CoO8)3_3
Sr3CaV4O12_47,47,orthorhombic,163,Sr6Ca2Fe5(CoO8)3_3
Sr3Fe2RuO9_123,123,tetragonal,161,Sr3La7Mn7(FeO10)3_1
Sr3Fe2TeO9_164,164,trigonal,158,Sr2CrSbO6_12
Sr3GeO_62,62,orthorhombic,58,Gd3SnC_221
Sr3La2Fe4CoO15_12,12,monoclinic,161,Sr3La7Mn7(FeO10)3_1
Sr3La2FeCo4O15_160,160,trigonal,163,Sr6Ca2Fe5(CoO8)3_3
Sr3La2Mn6(O2F)6_1,1,triclinic,164,Sr8MgMn6O20_1
Sr3La4O9_146,146,trigonal,6,Ba2ErPaO6_225
Sr3La7Mn7(FeO10)3_1,1,triclinic,161,Sr3La7Mn7(FeO10)3_1
Sr3La9Mn11NiO36_1,1,triclinic,161,Sr3La7Mn7(FeO10)3_1
Sr3LaMn2(WO6)2_1,1,triclinic,166,SrPrZnBiO6_216
Sr3LaMn2(WO6)2_4,4,monoclinic,166,SrPrZnBiO6_216
Sr3LaTaAl3O12_38,38,orthorhombic,126,Na9Sr2Nd9Ti20O60_6
Sr3LaTaAl3O12_65,65,orthorhombic,126,Na9Sr2Nd9Ti20O60_6
Sr3LaTi2Mn2O12_1,1,triclinic,161,Sr3La7Mn7(FeO10)3_1
Sr3MoO6_225,225,cubic,14,BaSrNdSbO6_216
Sr3Nb2ZnO9_164,164,trigonal,53,EuMoO3_221
Sr3NbO6_225,225,cubic,14,BaSrNdSbO6_216
Sr3PbO_221,221,cubic,162,Sr3SnO_221
Sr3PN_221,221,cubic,167,Tb3AlC_221
Sr3SbAs_221,221,cubic,35,Cs2NaNdBr6_225
Sr3SbN_221,221,cubic,142,PbCI3N_99
Sr3SnO_221,221,cubic,162,Sr3SnO_221
Sr3Ta2ZnO9_164,164,trigonal,166,SrPrZnBiO6_216
Sr3TeO6_14,14,monoclinic,160,Sr2NdMnO6_225
Sr3Ti2Mn2BiO12_166,166,trigonal,161,Sr3La7Mn7(FeO10)3_1
Sr3V5S11_15,15,monoclinic,45,CsV5S8_12
Sr3WO6_14,14,monoclinic,166,SrPrZnBiO6_216
Sr4BiO7_4,4,monoclinic,66,K2CrAgF6_225
Sr4Ca(FeO3)5_83,83,tetragonal,163,Sr6Ca2Fe5(CoO8)3_3
Sr4Ca4Co7CuO24_8,8,monoclinic,165,SrCa7Mn7CrO23_1
Sr4Ca4Fe3Co5O24_1,1,triclinic,163,Sr6Ca2Fe5(CoO8)3_3
Sr4Ca4Mn7FeO24_8,8,monoclinic,163,Sr6Ca2Fe5(CoO8)3_3
Sr4Ca4TiMn7O24_8,8,monoclinic,163,Sr6Ca2Fe5(CoO8)3_3
Sr4CaY2(RuO6)2_1,1,triclinic,160,Sr2NdMnO6_225
Sr4CeMn4CoO15_8,8,monoclinic,163,Sr6Ca2Fe5(CoO8)3_3
Sr4Co(IrO4)3_2,2,triclinic,159,Sr2HfCrO6_12
Sr4Co3ReO12_123,123,tetragonal,159,Sr2HfCrO6_12
Sr4Fe3MoO12_229,229,cubic,161,Sr3La7Mn7(FeO10)3_1
Sr4Hf3TiO12_2,2,triclinic,166,SrPrZnBiO6_216
Sr4HfTi3O12_65,65,orthorhombic,159,Sr2HfCrO6_12
Sr4La13Cu17O35F16_25,25,orthorhombic,161,Sr3La7Mn7(FeO10)3_1
Sr4LaFe2(CoO5)3_2,2,triclinic,161,Sr3La7Mn7(FeO10)3_1
Sr4LaMn5O15_12,12,monoclinic,163,Sr6Ca2Fe5(CoO8)3_3
Sr4LiSm2Ta2O12_1,1,triclinic,11,BaCaDyNbO6_216
Sr4LiTb2(RuO6)2_1,1,triclinic,160,Sr2NdMnO6_225
Sr4LiY2(RuO6)2_1,1,triclinic,160,Sr2NdMnO6_225
Sr4MgFe4O11_2,2,triclinic,96,La2NiMoO6_225
Sr4NdMn5O15_12,12,monoclinic,163,Sr6Ca2Fe5(CoO8)3_3
Sr4Sm2MgTa2O12_1,1,triclinic,11,BaCaDyNbO6_216
Sr4Ta2O9_14,14,monoclinic,166,SrPrZnBiO6_216
Sr4Tb2Mg(RuO6)2_1,1,triclinic,166,SrPrZnBiO6_216
Sr4U2O9_14,14,monoclinic,12,BaCaLaSbO6_216
Sr4Zr3O10_61,61,orthorhombic,8,Ba2TmMoO6_225
Sr5(BiO4)3_123,123,tetragonal,12,BaCaLaSbO6_216
Sr5Ca3FeCo7O24_8,8,monoclinic,163,Sr6Ca2Fe5(CoO8)3_3
Sr5Ca3Mn4(FeO6)4_8,8,monoclinic,163,Sr6Ca2Fe5(CoO8)3_3
Sr5Ca3Mn7FeO24_8,8,monoclinic,163,Sr6Ca2Fe5(CoO8)3_3
Sr5Ca3Ti5Mn3O24_1,1,triclinic,161,Sr3La7Mn7(FeO10)3_1
Sr5Fe4MoO15_12,12,monoclinic,161,Sr3La7Mn7(FeO10)3_1
Sr5Fe4MoO15_8,8,monoclinic,161,Sr3La7Mn7(FeO10)3_1
Sr5La2Mn8(O3F)6_1,1,triclinic,159,Sr2HfCrO6_12
Sr5La3Mn8(O2F)8_1,1,triclinic,158,Sr2CrSbO6_12
Sr5La3Mn8(O5F)4_1,1,triclinic,96,La2NiMoO6_225
Sr5Ti4FeO15_12,12,monoclinic,161,Sr3La7Mn7(FeO10)3_1
Sr5ZrTi4O15_123,123,tetragonal,96,La2NiMoO6_225
Sr5ZrTi4O15_166,166,trigonal,96,La2NiMoO6_225
Sr6Ca2Fe5(CoO8)3_3,3,monoclinic,163,Sr6Ca2Fe5(CoO8)3_3
Sr6La14Mn17(CuO20)3_1,1,triclinic,161,Sr3La7Mn7(FeO10)3_1
Sr6La14Ti3Mn17O60_1,1,triclinic,161,Sr3La7Mn7(FeO10)3_1
Sr6La2Ta3Al5O24_166,166,trigonal,97,La3Mn3O10_1
Sr6Sn2NF_225,225,cubic,98,La3TlC_221
Sr7CaFe4(CoO6)4_160,160,trigonal,163,Sr6Ca2Fe5(CoO8)3_3
Sr7CaFe5(CoO8)3_8,8,monoclinic,163,Sr6Ca2Fe5(CoO8)3_3
Sr7CaFe7CoO24_160,160,trigonal,163,Sr6Ca2Fe5(CoO8)3_3
Sr7CaMn4(FeO6)4_160,160,trigonal,163,Sr6Ca2Fe5(CoO8)3_3
Sr7CaTi8O24_221,221,cubic,161,Sr3La7Mn7(FeO10)3_1
Sr7SmFe4(MoO6)4_1,1,triclinic,158,Sr2CrSbO6_12
Sr8Fe7CoO24_221,221,cubic,163,Sr6Ca2Fe5(CoO8)3_3
Sr8MgMn6O20_1,1,triclinic,164,Sr8MgMn6O20_1
Sr8MgZn4(WO6)4_1,1,triclinic,166,SrPrZnBiO6_216
Sr8MnFe7O24_221,221,cubic,163,Sr6Ca2Fe5(CoO8)3_3
Sr8Nd2Fe5(MoO6)5_14,14,monoclinic,158,Sr2CrSbO6_12
SrAgO3_221,221,cubic,53,EuMoO3_221
SrAlO3_221,221,cubic,163,Sr6Ca2Fe5(CoO8)3_3
SrBiO3_14,14,monoclinic,11,BaCaDyNbO6_216
SrCa(RuO3)2_26,26,orthorhombic,161,Sr3La7Mn7(FeO10)3_1
SrCa3(CoO3)4_123,123,tetragonal,165,SrCa7Mn7CrO23_1
SrCa3(RuO3)4_6,6,monoclinic,173,VBiO3_14
SrCa3La2(SbO6)2_1,1,triclinic,130,NaPrYSbO6_216
SrCa3Mn4O12_123,123,tetragonal,165,SrCa7Mn7CrO23_1
SrCa3Mn4O12_6,6,monoclinic,165,SrCa7Mn7CrO23_1
SrCa3Ti4O12_6,6,monoclinic,163,Sr6Ca2Fe5(CoO8)3_3
SrCa7Fe2(CoO4)6_38,38,orthorhombic,165,SrCa7Mn7CrO23_1
SrCa7FeCo7O24_160,160,trigonal,165,SrCa7Mn7CrO23_1
SrCa7Mn6Al2O23_1,1,triclinic,165,SrCa7Mn7CrO23_1
SrCa7Mn6Cr2O22_1,1,triclinic,165,SrCa7Mn7CrO23_1
SrCa7Mn7CrO22_8,8,monoclinic,163,Sr6Ca2Fe5(CoO8)3_3
SrCa7Mn7CrO23_1,1,triclinic,165,SrCa7Mn7CrO23_1
SrCa7Mn7CrO24_1,1,triclinic,165,SrCa7Mn7CrO23_1
SrCa7Mn7CrO24_160,160,trigonal,165,SrCa7Mn7CrO23_1
SrCa7Mn7FeO24_160,160,trigonal,165,SrCa7Mn7CrO23_1
SrCa7Mn8O22_1,1,triclinic,165,SrCa7Mn7CrO23_1
SrCa7Mn8O24_221,221,cubic,165,SrCa7Mn7CrO23_1
SrCa7Ti2Mn6O22_1,1,triclinic,163,Sr6Ca2Fe5(CoO8)3_3
SrCa7Ti2Mn6O24_38,38,orthorhombic,165,SrCa7Mn7CrO23_1
SrCa7Ti3Mn5O23_1,1,triclinic,165,SrCa7Mn7CrO23_1
SrCa7TiMn7O23_1,1,triclinic,165,SrCa7Mn7CrO23_1
SrCa7TiMn7O23_8,8,monoclinic,165,SrCa7Mn7CrO23_1
SrCa7TiMn7O24_1,1,triclinic,165,SrCa7Mn7CrO23_1
SrCaCr2O6_123,123,tetragonal,163,Sr6Ca2Fe5(CoO8)3_3
SrCaDyFeO6_216,216,cubic,89,KLaHfFeO6_216
SrCaDyVO6_216,216,cubic,133,NaSrEuSeO6_216
SrCaEuBiO6_216,216,cubic,134,NaSrNdWO6_216
SrCaEuFeO6_216,216,cubic,158,Sr2CrSbO6_12
SrCaEuMnO6_216,216,cubic,170,TlCuF3_123
SrCaEuSbO6_216,216,cubic,160,Sr2NdMnO6_225
SrCaEuSbO6_48,48,orthorhombic,166,SrPrZnBiO6_216
SrCaFeSnO6_216,216,cubic,159,Sr2HfCrO6_12
SrCaGaBiO6_216,216,cubic,133,NaSrEuSeO6_216
SrCaHf2O6_26,26,orthorhombic,133,NaSrEuSeO6_216
SrCaHfCoO6_216,216,cubic,89,KLaHfFeO6_216
SrCaHfVO6_216,216,cubic,89,KLaHfFeO6_216
SrCaInBiO6_216,216,cubic,11,BaCaDyNbO6_216
SrCaLaSbO6_216,216,cubic,11,BaCaDyNbO6_216
SrCaNbCrO6_7,7,monoclinic,158,Sr2CrSbO6_12
SrCaNbVO6_216,216,cubic,159,Sr2HfCrO6_12
SrCaNbWO6_216,216,cubic,133,NaSrEuSeO6_216
SrCaNdFeO6_216,216,cubic,130,NaPrYSbO6_216
SrCaPrSbO6_216,216,cubic,160,Sr2NdMnO6_225
SrCaSmFeO6_216,216,cubic,158,Sr2CrSbO6_12
SrCaSmNbO6_216,216,cubic,11,BaCaDyNbO6_216
SrCaSmSbO6_16,16,orthorhombic,166,SrPrZnBiO6_216
SrCaTbBiO6_216,216,cubic,134,NaSrNdWO6_216
SrCaTbFeO6_216,216,cubic,89,KLaHfFeO6_216
SrCaTbNiO6_216,216,cubic,89,KLaHfFeO6_216
SrCaTbVO6_216,216,cubic,133,NaSrEuSeO6_216
SrCaTi2O6_26,26,orthorhombic,161,Sr3La7Mn7(FeO10)3_1
SrCaTiMnO6_25,25,orthorhombic,163,Sr6Ca2Fe5(CoO8)3_3
SrCaTiMnO6_4,4,monoclinic,163,Sr6Ca2Fe5(CoO8)3_3
SrCaTiMnO6_8,8,monoclinic,163,Sr6Ca2Fe5(CoO8)3_3
SrCaTiNbO6_216,216,cubic,159,Sr2HfCrO6_12
SrCaVInO6_216,216,cubic,159,Sr2HfCrO6_12
SrCaVWO6_216,216,cubic,89,KLaHfFeO6_216
SrCaYBiO6_216,216,cubic,11,BaCaDyNbO6_216
SrCaYNbO6_216,216,cubic,160,Sr2NdMnO6_225
SrCaYVO6_216,216,cubic,166,SrPrZnBiO6_216
SrCaZrFeO6_216,216,cubic,159,Sr2HfCrO6_12
SrCaZrNbO6_216,216,cubic,166,SrPrZnBiO6_216
SrCaZrSnO6_216,216,cubic,166,SrPrZnBiO6_216
SrCeEuCrO6_216,216,cubic,166,SrPrZnBiO6_216
SrCeO3_62,62,orthorhombic,14,BaSrNdSbO6_216
SrCePrCoO6_216,216,cubic,53,EuMoO3_221
SrCeScO4_36,36,orthorhombic,166,SrPrZnBiO6_216
SrCoBiRuO6_7,7,monoclinic,89,KLaHfFeO6_216
SrCoO3_127,127,tetragonal,165,SrCa7Mn7CrO23_1
SrCoO3_2,2,triclinic,164,Sr8MgMn6O20_1
SrCoO3_25,25,orthorhombic,163,Sr6Ca2Fe5(CoO8)3_3
SrCrBiSbO6_216,216,cubic,159,Sr2HfCrO6_12
SrCrHO2_123,123,tetragonal,165,SrCa7Mn7CrO23_1
SrCrO3_194,194,hexagonal,59,GdMnO3_62
SrCrO3_221,221,cubic,163,Sr6Ca2Fe5(CoO8)3_3
SrCrO3_40,40,orthorhombic,59,GdMnO3_62
SrDyO3_221,221,cubic,6,Ba2ErPaO6_225
SrErO3_221,221,cubic,12,BaCaLaSbO6_216
SrEu(CoO3)2_123,123,tetragonal,171,TmRhO3_62
SrEu(WO3)2_26,26,orthorhombic,53,EuMoO3_221
SrEuBiSbO6_216,216,cubic,14,BaSrNdSbO6_216
SrEuCrBiO6_216,216,cubic,166,SrPrZnBiO6_216
SrEuCrInO6_216,216,cubic,158,Sr2CrSbO6_12
SrEuCrSbO6_216,216,cubic,158,Sr2CrSbO6_12
SrEuCrSnO6_216,216,cubic,158,Sr2CrSbO6_12
SrEuCuBiO6_216,216,cubic,166,SrPrZnBiO6_216
SrEuDyCrO6_216,216,cubic,166,SrPrZnBiO6_216
SrEuDyNbO6_216,216,cubic,8,Ba2TmMoO6_225
SrEuDyWO6_216,216,cubic,160,Sr2NdMnO6_225
SrEuFeBiO6_216,216,cubic,166,SrPrZnBiO6_216
SrEuFeSnO6_216,216,cubic,158,Sr2CrSbO6_12
SrEuFeWO6_216,216,cubic,159,Sr2HfCrO6_12
SrEuGdSbO6_216,216,cubic,8,Ba2TmMoO6_225
SrEuHfCrO6_216,216,cubic,159,Sr2HfCrO6_12
SrEuHfInO6_216,216,cubic,8,Ba2TmMoO6_225
SrEuHfMnO6_216,216,cubic,159,Sr2HfCrO6_12
SrEuHfSbO6_216,216,cubic,8,Ba2TmMoO6_225
SrEuHfSnO6_216,216,cubic,166,SrPrZnBiO6_216
SrEuHfTiO6_216,216,cubic,159,Sr2HfCrO6_12
SrEuHfZrO6_216,216,cubic,160,Sr2NdMnO6_225
SrEuInSnO6_216,216,cubic,8,Ba2TmMoO6_225
SrEuInWO6_216,216,cubic,166,SrPrZnBiO6_216
SrEuMgBiO6_216,216,cubic,130,NaPrYSbO6_216
SrEuMgWO6_216,216,cubic,89,KLaHfFeO6_216
SrEuNbBiO6_216,216,cubic,14,BaSrNdSbO6_216
SrEuNbGaO6_216,216,cubic,96,La2NiMoO6_225
SrEuNiWO6_216,216,cubic,159,Sr2HfCrO6_12
SrEuO3_221,221,cubic,6,Ba2ErPaO6_225
SrEuTiInO6_216,216,cubic,166,SrPrZnBiO6_216
SrEuTiSnO6_216,216,cubic,158,Sr2CrSbO6_12
SrEuYNbO6_216,216,cubic,8,Ba2TmMoO6_225
SrEuYWO6_216,216,cubic,160,Sr2NdMnO6_225
SrEuZnWO6_216,216,cubic,159,Sr2HfCrO6_12
SrEuZrCrO6_216,216,cubic,158,Sr2CrSbO6_12
SrEuZrGeO6_216,216,cubic,96,La2NiMoO6_225
SrEuZrMnO6_216,216,cubic,158,Sr2CrSbO6_12
SrEuZrSbO6_216,216,cubic,8,Ba2TmMoO6_225
SrEuZrTiO6_216,216,cubic,166,SrPrZnBiO6_216
SrEuZrVO6_216,216,cubic,158,Sr2CrSbO6_12
SrFe5Bi4O15_1,1,triclinic,173,VBiO3_14
SrFeO3_221,221,cubic,163,Sr6Ca2Fe5(CoO8)3_3
SrGdFeCoO6_216,216,cubic,165,SrCa7Mn7CrO23_1
SrH3Pd_221,221,cubic,99,LaFeO3_2
